
2022-07-18 20:36:20.140333 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-18 20:36:55.249036 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-18 20:36:55.253036 msg - watchlist.py - watchlist_main3 --> searching for artist hanske
2022-07-18 20:36:55.958552 msg - common.py - searchSpotify3 --> Succesfully returning search results for artist hanske.
2022-07-18 20:36:59.588942 msg - watchlist.py - watchlist_main80 --> add artist 3GOF617SIAlZb6hHLEaZjH to watchlist --> starting.
2022-07-18 20:36:59.588942 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-18 20:36:59.590942 msg - common.py - getTracksFromArtist --> requesting albums from artist 3GOF617SIAlZb6hHLEaZjH.
2022-07-18 20:37:00.904941 msg - common.py - getTracksFromArtist6 --> Succesfully returned list of 5 tracks from artist 3GOF617SIAlZb6hHLEaZjH
2022-07-18 20:37:00.904941 msg - watchlist.py - watchlist_main82 --> grabbed artist 3GOF617SIAlZb6hHLEaZjH's tracks: 5
2022-07-18 20:37:01.048944 msg - watchlist.py - watchlist_main84 --> artist Hansken added to watchlist.
2022-07-18 20:39:08.054355 msg - common.py - getTrackInfo --> requesting track info for trackID: 63RdWKw9G2hccqYD4EZ1dB
2022-07-18 20:39:08.697353 msg - common.py - getTrackInfo --> requesting track info for trackID: 3ozQt8MrJ26gGcoUMJjbHq
2022-07-18 20:39:09.204355 msg - common.py - getTrackInfo --> requesting track info for trackID: 3ozQt8MrJ26gGcoUMJjbHq
2022-07-18 20:39:09.684363 msg - common.py - getTrackInfo --> requesting track info for trackID: 3ozQt8MrJ26gGcoUMJjbHq
2022-07-18 20:39:10.360094 msg - common.py - getTrackInfo --> requesting track info for trackID: 3Q7mLZAc6jj2JuO1zQZP43
2022-07-18 20:39:10.801041 msg - common.py - getTrackInfo --> requesting track info for trackID: 3Q7mLZAc6jj2JuO1zQZP43
2022-07-18 20:39:11.258494 msg - common.py - getTrackInfo --> requesting track info for trackID: 3Q7mLZAc6jj2JuO1zQZP43
2022-07-18 20:39:11.979822 msg - common.py - getTrackInfo --> requesting track info for trackID: 43qWUuHvFMl39dzqIk7COU
2022-07-18 20:39:12.475821 msg - common.py - getTrackInfo --> requesting track info for trackID: 43qWUuHvFMl39dzqIk7COU
2022-07-18 20:39:12.963977 msg - common.py - getTrackInfo --> requesting track info for trackID: 43qWUuHvFMl39dzqIk7COU
2022-07-18 20:39:13.650416 msg - common.py - getTrackInfo --> requesting track info for trackID: 445g2XGTQbaOG5zDRbO7Uc
2022-07-18 20:39:14.106417 msg - common.py - getTrackInfo --> requesting track info for trackID: 445g2XGTQbaOG5zDRbO7Uc
2022-07-18 20:39:14.642418 msg - common.py - getTrackInfo --> requesting track info for trackID: 445g2XGTQbaOG5zDRbO7Uc
2022-07-18 20:39:15.357798 msg - common.py - getTrackInfo --> requesting track info for trackID: 0a0CvUN7cZGmznIWAamjeb
2022-07-18 20:39:15.906071 msg - common.py - getTrackInfo --> requesting track info for trackID: 0a0CvUN7cZGmznIWAamjeb
2022-07-18 20:39:16.441737 msg - common.py - getTrackInfo --> requesting track info for trackID: 0a0CvUN7cZGmznIWAamjeb
2022-07-18 20:39:17.071633 msg - common.py - getTrackInfo --> requesting track info for trackID: 49pXWHYQrgXG1NExUuchmT
2022-07-18 20:39:17.618777 msg - common.py - getTrackInfo --> requesting track info for trackID: 49pXWHYQrgXG1NExUuchmT
2022-07-18 20:39:18.086874 msg - common.py - getTrackInfo --> requesting track info for trackID: 49pXWHYQrgXG1NExUuchmT
2022-07-18 20:39:18.720162 msg - common.py - getTrackInfo --> requesting track info for trackID: 66FqkhbaNK9KDSiroCKTvk
2022-07-18 20:39:19.186156 msg - common.py - getTrackInfo --> requesting track info for trackID: 66FqkhbaNK9KDSiroCKTvk
2022-07-18 20:39:19.694094 msg - common.py - getTrackInfo --> requesting track info for trackID: 66FqkhbaNK9KDSiroCKTvk
2022-07-18 20:39:20.310531 msg - common.py - getTrackInfo --> requesting track info for trackID: 51YuzdczxzSLXnkIki08n3
2022-07-18 20:39:20.796968 msg - common.py - getTrackInfo --> requesting track info for trackID: 51YuzdczxzSLXnkIki08n3
2022-07-18 20:39:21.310191 msg - common.py - getTrackInfo --> requesting track info for trackID: 51YuzdczxzSLXnkIki08n3
2022-07-18 20:39:22.052191 msg - common.py - getTrackInfo --> requesting track info for trackID: 2hWizsP3RIw2MtkuLVw0ig
2022-07-18 20:39:22.564887 msg - common.py - getTrackInfo --> requesting track info for trackID: 2hWizsP3RIw2MtkuLVw0ig
2022-07-18 20:39:23.125752 msg - common.py - getTrackInfo --> requesting track info for trackID: 2hWizsP3RIw2MtkuLVw0ig
2022-07-18 20:39:23.831755 msg - common.py - getTrackInfo --> requesting track info for trackID: 3b6YI8ynqLVhSfc9i4oicz
2022-07-18 20:39:24.389031 msg - common.py - getTrackInfo --> requesting track info for trackID: 3b6YI8ynqLVhSfc9i4oicz
2022-07-18 20:39:24.905380 msg - common.py - getTrackInfo --> requesting track info for trackID: 3b6YI8ynqLVhSfc9i4oicz
2022-07-18 20:39:25.504993 msg - common.py - getTrackInfo --> requesting track info for trackID: 0Oc4tnCOI9TvSljSm6xDh5
2022-07-18 20:39:26.012288 msg - common.py - getTrackInfo --> requesting track info for trackID: 0Oc4tnCOI9TvSljSm6xDh5
2022-07-18 20:39:26.495863 msg - common.py - getTrackInfo --> requesting track info for trackID: 0Oc4tnCOI9TvSljSm6xDh5
2022-07-18 20:39:27.219725 msg - common.py - getTrackInfo --> requesting track info for trackID: 3s1MfFVEpuVMKBdqS6sbJQ
2022-07-18 20:39:27.702249 msg - common.py - getTrackInfo --> requesting track info for trackID: 3s1MfFVEpuVMKBdqS6sbJQ
2022-07-18 20:39:28.238952 msg - common.py - getTrackInfo --> requesting track info for trackID: 3s1MfFVEpuVMKBdqS6sbJQ
2022-07-18 20:39:28.982842 msg - common.py - getTrackInfo --> requesting track info for trackID: 6bYD0o1x6pr2qxnSUdZdr2
2022-07-18 20:39:29.509981 msg - common.py - getTrackInfo --> requesting track info for trackID: 6bYD0o1x6pr2qxnSUdZdr2
2022-07-18 20:39:30.033985 msg - common.py - getTrackInfo --> requesting track info for trackID: 6bYD0o1x6pr2qxnSUdZdr2
2022-07-18 20:39:30.665685 msg - common.py - getTrackInfo --> requesting track info for trackID: 623Uv98pPiW24ZX6IGFvUj
2022-07-18 20:39:31.191958 msg - common.py - getTrackInfo --> requesting track info for trackID: 623Uv98pPiW24ZX6IGFvUj
2022-07-18 20:39:31.676061 msg - common.py - getTrackInfo --> requesting track info for trackID: 623Uv98pPiW24ZX6IGFvUj
2022-07-18 20:39:32.264074 msg - common.py - getTrackInfo --> requesting track info for trackID: 7lsYHfsRMO6hzlaPW2EYHP
2022-07-18 20:39:32.733733 msg - common.py - getTrackInfo --> requesting track info for trackID: 7lsYHfsRMO6hzlaPW2EYHP
2022-07-18 20:39:33.234742 msg - common.py - getTrackInfo --> requesting track info for trackID: 7lsYHfsRMO6hzlaPW2EYHP
2022-07-18 20:39:33.837739 msg - common.py - getTrackInfo --> requesting track info for trackID: 4gAZSZAmuWU5lYKCGmX34M
2022-07-18 20:39:34.356742 msg - common.py - getTrackInfo --> requesting track info for trackID: 4gAZSZAmuWU5lYKCGmX34M
2022-07-18 20:39:34.876631 msg - common.py - getTrackInfo --> requesting track info for trackID: 4gAZSZAmuWU5lYKCGmX34M
2022-07-18 20:39:35.477723 msg - common.py - getTrackInfo --> requesting track info for trackID: 6DgCVnAggmaK5KF56cAh9P
2022-07-18 20:39:36.003962 msg - common.py - getTrackInfo --> requesting track info for trackID: 6DgCVnAggmaK5KF56cAh9P
2022-07-18 20:39:36.506689 msg - common.py - getTrackInfo --> requesting track info for trackID: 6DgCVnAggmaK5KF56cAh9P
2022-07-18 20:39:37.366962 msg - common.py - getTrackInfo --> requesting track info for trackID: 74TMyy72j6SPOvhayOMeNL
2022-07-18 20:39:37.887409 msg - common.py - getTrackInfo --> requesting track info for trackID: 74TMyy72j6SPOvhayOMeNL
2022-07-18 20:39:38.339072 msg - common.py - getTrackInfo --> requesting track info for trackID: 74TMyy72j6SPOvhayOMeNL
2022-07-18 20:39:39.015802 msg - common.py - getTrackInfo --> requesting track info for trackID: 61J9hcsl7FmcYcdL2E4dKN
2022-07-18 20:39:39.491903 msg - common.py - getTrackInfo --> requesting track info for trackID: 61J9hcsl7FmcYcdL2E4dKN
2022-07-18 20:39:40.000267 msg - common.py - getTrackInfo --> requesting track info for trackID: 61J9hcsl7FmcYcdL2E4dKN
2022-07-18 20:39:40.619055 msg - common.py - getTrackInfo --> requesting track info for trackID: 1lvEN7oiSMllyX7tX6bGeu
2022-07-18 20:39:41.166146 msg - common.py - getTrackInfo --> requesting track info for trackID: 1lvEN7oiSMllyX7tX6bGeu
2022-07-18 20:39:41.607022 msg - common.py - getTrackInfo --> requesting track info for trackID: 1lvEN7oiSMllyX7tX6bGeu
2022-07-18 20:39:42.262253 msg - common.py - getTrackInfo --> requesting track info for trackID: 2JcxcDiJSavJAkMZ92BYSv
2022-07-18 20:39:42.748174 msg - common.py - getTrackInfo --> requesting track info for trackID: 2JcxcDiJSavJAkMZ92BYSv
2022-07-18 20:39:43.219430 msg - common.py - getTrackInfo --> requesting track info for trackID: 2JcxcDiJSavJAkMZ92BYSv
2022-07-18 20:39:44.007886 msg - common.py - getTrackInfo --> requesting track info for trackID: 3sN6EMr6tQQB5uT4spfo0X
2022-07-18 20:39:44.502790 msg - common.py - getTrackInfo --> requesting track info for trackID: 3sN6EMr6tQQB5uT4spfo0X
2022-07-18 20:39:45.015033 msg - common.py - getTrackInfo --> requesting track info for trackID: 3sN6EMr6tQQB5uT4spfo0X
2022-07-18 20:39:45.692073 msg - common.py - getTrackInfo --> requesting track info for trackID: 0M2dmmvGJNKKA3nbZGAPD5
2022-07-18 20:39:46.202981 msg - common.py - getTrackInfo --> requesting track info for trackID: 0M2dmmvGJNKKA3nbZGAPD5
2022-07-18 20:39:46.675281 msg - common.py - getTrackInfo --> requesting track info for trackID: 0M2dmmvGJNKKA3nbZGAPD5
2022-07-18 20:39:47.420598 msg - common.py - getTrackInfo --> requesting track info for trackID: 0TIopQN3rHflR7wO1oVTps
2022-07-18 20:39:47.906739 msg - common.py - getTrackInfo --> requesting track info for trackID: 0TIopQN3rHflR7wO1oVTps
2022-07-18 20:39:48.459577 msg - common.py - getTrackInfo --> requesting track info for trackID: 0TIopQN3rHflR7wO1oVTps
2022-07-18 20:39:49.105088 msg - common.py - getTrackInfo --> requesting track info for trackID: 143ebu9Kz8rrgVPFTYlA34
2022-07-18 20:39:49.606933 msg - common.py - getTrackInfo --> requesting track info for trackID: 143ebu9Kz8rrgVPFTYlA34
2022-07-18 20:39:50.118215 msg - common.py - getTrackInfo --> requesting track info for trackID: 143ebu9Kz8rrgVPFTYlA34
2022-07-18 20:39:50.819380 msg - common.py - getTrackInfo --> requesting track info for trackID: 4AXQDHMPxCp12Sk8PGa99o
2022-07-18 20:39:51.357745 msg - common.py - getTrackInfo --> requesting track info for trackID: 4AXQDHMPxCp12Sk8PGa99o
2022-07-18 20:39:51.880294 msg - common.py - getTrackInfo --> requesting track info for trackID: 4AXQDHMPxCp12Sk8PGa99o
2022-07-18 20:39:52.534651 msg - common.py - getTrackInfo --> requesting track info for trackID: 7u30Gq5pyxq3ykQL2WpP8Q
2022-07-18 20:39:53.014621 msg - common.py - getTrackInfo --> requesting track info for trackID: 7u30Gq5pyxq3ykQL2WpP8Q
2022-07-18 20:39:53.498900 msg - common.py - getTrackInfo --> requesting track info for trackID: 7u30Gq5pyxq3ykQL2WpP8Q
2022-07-18 20:39:54.132800 msg - common.py - getTrackInfo --> requesting track info for trackID: 1k8PLScphtYJvQYf8gF9QA
2022-07-18 20:39:54.575989 msg - common.py - getTrackInfo --> requesting track info for trackID: 1k8PLScphtYJvQYf8gF9QA
2022-07-18 20:39:55.042346 msg - common.py - getTrackInfo --> requesting track info for trackID: 1k8PLScphtYJvQYf8gF9QA
2022-07-18 20:39:55.653861 msg - common.py - getTrackInfo --> requesting track info for trackID: 1AE9AyAqburinisVDQ6wFH
2022-07-18 20:39:56.158793 msg - common.py - getTrackInfo --> requesting track info for trackID: 1AE9AyAqburinisVDQ6wFH
2022-07-18 20:39:56.703635 msg - common.py - getTrackInfo --> requesting track info for trackID: 1AE9AyAqburinisVDQ6wFH
2022-07-18 20:39:57.379133 msg - common.py - getTrackInfo --> requesting track info for trackID: 35lX6uWa35g8xrZrnB5VO0
2022-07-18 20:39:57.907772 msg - common.py - getTrackInfo --> requesting track info for trackID: 35lX6uWa35g8xrZrnB5VO0
2022-07-18 20:39:58.432259 msg - common.py - getTrackInfo --> requesting track info for trackID: 35lX6uWa35g8xrZrnB5VO0
2022-07-18 20:39:59.094080 msg - common.py - getTrackInfo --> requesting track info for trackID: 6O08D1MZTR3mmPkj87QO96
2022-07-18 20:39:59.628833 msg - common.py - getTrackInfo --> requesting track info for trackID: 6O08D1MZTR3mmPkj87QO96
2022-07-18 20:40:00.116668 msg - common.py - getTrackInfo --> requesting track info for trackID: 6O08D1MZTR3mmPkj87QO96
2022-07-18 20:40:00.750548 msg - common.py - getTrackInfo --> requesting track info for trackID: 1OjMnhLfn3u28lp7E9FbKD
2022-07-18 20:40:01.250395 msg - common.py - getTrackInfo --> requesting track info for trackID: 1OjMnhLfn3u28lp7E9FbKD
2022-07-18 20:40:01.810238 msg - common.py - getTrackInfo --> requesting track info for trackID: 1OjMnhLfn3u28lp7E9FbKD
2022-07-18 20:40:02.407903 msg - common.py - getTrackInfo --> requesting track info for trackID: 4cPkKK7UPXN275auzANXuB
2022-07-18 20:40:02.927417 msg - common.py - getTrackInfo --> requesting track info for trackID: 4cPkKK7UPXN275auzANXuB
2022-07-18 20:40:03.436778 msg - common.py - getTrackInfo --> requesting track info for trackID: 4cPkKK7UPXN275auzANXuB
2022-07-18 20:40:04.131775 msg - common.py - getTrackInfo --> requesting track info for trackID: 4gm0f2dmhCco1t1zCEYcoj
2022-07-18 20:40:04.638822 msg - common.py - getTrackInfo --> requesting track info for trackID: 4gm0f2dmhCco1t1zCEYcoj
2022-07-18 20:40:05.074971 msg - common.py - getTrackInfo --> requesting track info for trackID: 4gm0f2dmhCco1t1zCEYcoj
2022-07-18 20:40:05.719520 msg - common.py - getTrackInfo --> requesting track info for trackID: 5NjUm82viBwFs5hRJ4RRj1
2022-07-18 20:40:06.209517 msg - common.py - getTrackInfo --> requesting track info for trackID: 5NjUm82viBwFs5hRJ4RRj1
2022-07-18 20:40:06.733060 msg - common.py - getTrackInfo --> requesting track info for trackID: 5NjUm82viBwFs5hRJ4RRj1
2022-07-18 20:40:07.452188 msg - common.py - getTrackInfo --> requesting track info for trackID: 04fN6WURJsII7FW00jtOyU
2022-07-18 20:40:07.967530 msg - common.py - getTrackInfo --> requesting track info for trackID: 04fN6WURJsII7FW00jtOyU
2022-07-18 20:40:08.452450 msg - common.py - getTrackInfo --> requesting track info for trackID: 04fN6WURJsII7FW00jtOyU
2022-07-18 20:40:09.059479 msg - common.py - getTrackInfo --> requesting track info for trackID: 5TrV5zrnRzgc7ey2Wmfsfk
2022-07-18 20:40:09.587470 msg - common.py - getTrackInfo --> requesting track info for trackID: 5TrV5zrnRzgc7ey2Wmfsfk
2022-07-18 20:40:10.051653 msg - common.py - getTrackInfo --> requesting track info for trackID: 5TrV5zrnRzgc7ey2Wmfsfk
2022-07-18 20:40:10.758416 msg - common.py - getTrackInfo --> requesting track info for trackID: 5sMG6bduLEPFY4TBWOpYt9
2022-07-18 20:40:11.295417 msg - common.py - getTrackInfo --> requesting track info for trackID: 5sMG6bduLEPFY4TBWOpYt9
2022-07-18 20:40:11.818419 msg - common.py - getTrackInfo --> requesting track info for trackID: 5sMG6bduLEPFY4TBWOpYt9
2022-07-18 20:40:12.622416 msg - common.py - getTrackInfo --> requesting track info for trackID: 6ptKX5WXzNxIQ3FzE85eX3
2022-07-18 20:40:13.272418 msg - common.py - getTrackInfo --> requesting track info for trackID: 6ptKX5WXzNxIQ3FzE85eX3
2022-07-18 20:40:13.816417 msg - common.py - getTrackInfo --> requesting track info for trackID: 6ptKX5WXzNxIQ3FzE85eX3
2022-07-18 20:40:14.503417 msg - common.py - getTrackInfo --> requesting track info for trackID: 124jMlPmu9JvgbNzf3stMa
2022-07-18 20:40:15.013418 msg - common.py - getTrackInfo --> requesting track info for trackID: 124jMlPmu9JvgbNzf3stMa
2022-07-18 20:40:15.563415 msg - common.py - getTrackInfo --> requesting track info for trackID: 124jMlPmu9JvgbNzf3stMa
2022-07-18 20:40:16.246416 msg - common.py - getTrackInfo --> requesting track info for trackID: 2AbRu5VgSaFSretsCT5wWS
2022-07-18 20:40:16.756415 msg - common.py - getTrackInfo --> requesting track info for trackID: 2AbRu5VgSaFSretsCT5wWS
2022-07-18 20:40:17.261416 msg - common.py - getTrackInfo --> requesting track info for trackID: 2AbRu5VgSaFSretsCT5wWS
2022-07-18 20:40:18.020417 msg - common.py - getTrackInfo --> requesting track info for trackID: 6BQra0TKYmgET3cY170dGJ
2022-07-18 20:40:18.556418 msg - common.py - getTrackInfo --> requesting track info for trackID: 6BQra0TKYmgET3cY170dGJ
2022-07-18 20:40:19.115416 msg - common.py - getTrackInfo --> requesting track info for trackID: 6BQra0TKYmgET3cY170dGJ
2022-07-18 20:40:19.793418 msg - common.py - getTrackInfo --> requesting track info for trackID: 65HcVSmv2aPatsvfeIHM0I
2022-07-18 20:40:20.280416 msg - common.py - getTrackInfo --> requesting track info for trackID: 65HcVSmv2aPatsvfeIHM0I
2022-07-18 20:40:20.785418 msg - common.py - getTrackInfo --> requesting track info for trackID: 65HcVSmv2aPatsvfeIHM0I
2022-07-18 20:40:21.489416 msg - common.py - getTrackInfo --> requesting track info for trackID: 19AhrVlWWHmPRF3Ip6jnVp
2022-07-18 20:40:21.971415 msg - common.py - getTrackInfo --> requesting track info for trackID: 19AhrVlWWHmPRF3Ip6jnVp
2022-07-18 20:40:22.460414 msg - common.py - getTrackInfo --> requesting track info for trackID: 19AhrVlWWHmPRF3Ip6jnVp
2022-07-18 20:40:23.055414 msg - common.py - getTrackInfo --> requesting track info for trackID: 2Mj4x5G0MXMQYnwlDmcrCM
2022-07-18 20:40:23.579417 msg - common.py - getTrackInfo --> requesting track info for trackID: 2Mj4x5G0MXMQYnwlDmcrCM
2022-07-18 20:40:24.039416 msg - common.py - getTrackInfo --> requesting track info for trackID: 2Mj4x5G0MXMQYnwlDmcrCM
2022-07-18 20:40:24.684064 msg - common.py - getTrackInfo --> requesting track info for trackID: 3uswYyFO6Dp9wnxzjARxQm
2022-07-18 20:40:25.173577 msg - common.py - getTrackInfo --> requesting track info for trackID: 3uswYyFO6Dp9wnxzjARxQm
2022-07-18 20:40:25.611539 msg - common.py - getTrackInfo --> requesting track info for trackID: 3uswYyFO6Dp9wnxzjARxQm
2022-07-18 20:40:26.409040 msg - common.py - getTrackInfo --> requesting track info for trackID: 5NqZhdyzwM404DzIRoDP6M
2022-07-18 20:40:27.024697 msg - common.py - getTrackInfo --> requesting track info for trackID: 5NqZhdyzwM404DzIRoDP6M
2022-07-18 20:40:27.546695 msg - common.py - getTrackInfo --> requesting track info for trackID: 5NqZhdyzwM404DzIRoDP6M
2022-07-18 20:40:28.257962 msg - common.py - getTrackInfo --> requesting track info for trackID: 72rXvDYQCuNOisARuFGDTu
2022-07-18 20:40:28.704713 msg - common.py - getTrackInfo --> requesting track info for trackID: 72rXvDYQCuNOisARuFGDTu
2022-07-18 20:40:29.223527 msg - common.py - getTrackInfo --> requesting track info for trackID: 72rXvDYQCuNOisARuFGDTu
2022-07-18 20:40:29.860440 msg - common.py - getTrackInfo --> requesting track info for trackID: 1rGngGcCLW9QSwwBxDymnu
2022-07-18 20:40:30.356867 msg - common.py - getTrackInfo --> requesting track info for trackID: 1rGngGcCLW9QSwwBxDymnu
2022-07-18 20:40:30.865866 msg - common.py - getTrackInfo --> requesting track info for trackID: 1rGngGcCLW9QSwwBxDymnu
2022-07-18 20:40:31.484867 msg - common.py - getTrackInfo --> requesting track info for trackID: 1yxLhEXCjeJ0Qo7Lc14XGC
2022-07-18 20:40:31.984866 msg - common.py - getTrackInfo --> requesting track info for trackID: 1yxLhEXCjeJ0Qo7Lc14XGC
2022-07-18 20:40:32.462867 msg - common.py - getTrackInfo --> requesting track info for trackID: 1yxLhEXCjeJ0Qo7Lc14XGC
2022-07-18 20:40:33.177866 msg - common.py - getTrackInfo --> requesting track info for trackID: 6m8LGau8ZJOEp7EL2ULj1L
2022-07-18 20:40:33.672865 msg - common.py - getTrackInfo --> requesting track info for trackID: 6m8LGau8ZJOEp7EL2ULj1L
2022-07-18 20:40:34.155867 msg - common.py - getTrackInfo --> requesting track info for trackID: 6m8LGau8ZJOEp7EL2ULj1L
2022-07-18 20:40:34.871979 msg - common.py - getTrackInfo --> requesting track info for trackID: 6siTsvjVe0fooHsRbUCHKd
2022-07-18 20:40:35.351485 msg - common.py - getTrackInfo --> requesting track info for trackID: 6siTsvjVe0fooHsRbUCHKd
2022-07-18 20:40:35.877736 msg - common.py - getTrackInfo --> requesting track info for trackID: 6siTsvjVe0fooHsRbUCHKd
2022-07-18 20:40:36.607689 msg - common.py - getTrackInfo --> requesting track info for trackID: 1tm1r1ghFXmnQxsQDIdpls
2022-07-18 20:40:37.119688 msg - common.py - getTrackInfo --> requesting track info for trackID: 1tm1r1ghFXmnQxsQDIdpls
2022-07-18 20:40:37.589686 msg - common.py - getTrackInfo --> requesting track info for trackID: 1tm1r1ghFXmnQxsQDIdpls
2022-07-18 20:40:38.300773 msg - common.py - getTrackInfo --> requesting track info for trackID: 4JhjMyzZIx4ZlXAO1Fpf7A
2022-07-18 20:40:38.820875 msg - common.py - getTrackInfo --> requesting track info for trackID: 4JhjMyzZIx4ZlXAO1Fpf7A
2022-07-18 20:40:39.301940 msg - common.py - getTrackInfo --> requesting track info for trackID: 4JhjMyzZIx4ZlXAO1Fpf7A
2022-07-18 20:40:39.974655 msg - common.py - getTrackInfo --> requesting track info for trackID: 1DiJ5BmREtYv1TxlaB1y2K
2022-07-18 20:40:40.444489 msg - common.py - getTrackInfo --> requesting track info for trackID: 1DiJ5BmREtYv1TxlaB1y2K
2022-07-18 20:40:40.903625 msg - common.py - getTrackInfo --> requesting track info for trackID: 1DiJ5BmREtYv1TxlaB1y2K
2022-07-18 20:40:41.598887 msg - common.py - getTrackInfo --> requesting track info for trackID: 6K71jJ3hKRzYp11VCTncGf
2022-07-18 20:40:42.055609 msg - common.py - getTrackInfo --> requesting track info for trackID: 6K71jJ3hKRzYp11VCTncGf
2022-07-18 20:40:42.539444 msg - common.py - getTrackInfo --> requesting track info for trackID: 6K71jJ3hKRzYp11VCTncGf
2022-07-18 20:40:43.309883 msg - common.py - getTrackInfo --> requesting track info for trackID: 7tS0RmQ8utOyibDN99TUXC
2022-07-18 20:40:43.806882 msg - common.py - getTrackInfo --> requesting track info for trackID: 7tS0RmQ8utOyibDN99TUXC
2022-07-18 20:40:44.295334 msg - common.py - getTrackInfo --> requesting track info for trackID: 7tS0RmQ8utOyibDN99TUXC
2022-07-18 20:40:44.952891 msg - common.py - getTrackInfo --> requesting track info for trackID: 4rfwnxDXzMxOkFO2pii8un
2022-07-18 20:40:45.475125 msg - common.py - getTrackInfo --> requesting track info for trackID: 4rfwnxDXzMxOkFO2pii8un
2022-07-18 20:40:46.051572 msg - common.py - getTrackInfo --> requesting track info for trackID: 4rfwnxDXzMxOkFO2pii8un
2022-07-18 20:40:46.812588 msg - common.py - getTrackInfo --> requesting track info for trackID: 3BrbRPwSKQqfoPhFrAN6uH
2022-07-18 20:40:47.351275 msg - common.py - getTrackInfo --> requesting track info for trackID: 3BrbRPwSKQqfoPhFrAN6uH
2022-07-18 20:40:47.850276 msg - common.py - getTrackInfo --> requesting track info for trackID: 3BrbRPwSKQqfoPhFrAN6uH
2022-07-18 20:40:48.571275 msg - common.py - getTrackInfo --> requesting track info for trackID: 2L1cKx33ZEmtv0I5WeyAUn
2022-07-18 20:40:49.068274 msg - common.py - getTrackInfo --> requesting track info for trackID: 2L1cKx33ZEmtv0I5WeyAUn
2022-07-18 20:40:49.650273 msg - common.py - getTrackInfo --> requesting track info for trackID: 2L1cKx33ZEmtv0I5WeyAUn
2022-07-18 20:40:50.298274 msg - common.py - getTrackInfo --> requesting track info for trackID: 0nRioiIfS65r9dZM3ELGQS
2022-07-18 20:40:50.843789 msg - common.py - getTrackInfo --> requesting track info for trackID: 0nRioiIfS65r9dZM3ELGQS
2022-07-18 20:40:51.396791 msg - common.py - getTrackInfo --> requesting track info for trackID: 0nRioiIfS65r9dZM3ELGQS
2022-07-18 20:40:52.216789 msg - common.py - getTrackInfo --> requesting track info for trackID: 4T4pg6SUf1nObx8RZG9zZm
2022-07-18 20:40:52.735786 msg - common.py - getTrackInfo --> requesting track info for trackID: 4T4pg6SUf1nObx8RZG9zZm
2022-07-18 20:40:53.200790 msg - common.py - getTrackInfo --> requesting track info for trackID: 4T4pg6SUf1nObx8RZG9zZm
2022-07-18 20:40:53.856789 msg - common.py - getTrackInfo --> requesting track info for trackID: 6L9bJip1ZuOkJi4voDiBHG
2022-07-18 20:40:54.301155 msg - common.py - getTrackInfo --> requesting track info for trackID: 6L9bJip1ZuOkJi4voDiBHG
2022-07-18 20:40:54.862424 msg - common.py - getTrackInfo --> requesting track info for trackID: 6L9bJip1ZuOkJi4voDiBHG
2022-07-18 20:40:55.575463 msg - common.py - getTrackInfo --> requesting track info for trackID: 3FR5dvh49GDMveI6gsZWJG
2022-07-18 20:40:56.049539 msg - common.py - getTrackInfo --> requesting track info for trackID: 3FR5dvh49GDMveI6gsZWJG
2022-07-18 20:40:56.525558 msg - common.py - getTrackInfo --> requesting track info for trackID: 3FR5dvh49GDMveI6gsZWJG
2022-07-18 20:40:57.268558 msg - common.py - getTrackInfo --> requesting track info for trackID: 7HBWeAMxuOtRIkLoq1qxvp
2022-07-18 20:40:57.793557 msg - common.py - getTrackInfo --> requesting track info for trackID: 7HBWeAMxuOtRIkLoq1qxvp
2022-07-18 20:40:58.336562 msg - common.py - getTrackInfo --> requesting track info for trackID: 7HBWeAMxuOtRIkLoq1qxvp
2022-07-18 20:40:59.001153 msg - common.py - getTrackInfo --> requesting track info for trackID: 3NIlJysKcFIK8fSv2yZ775
2022-07-18 20:40:59.532840 msg - common.py - getTrackInfo --> requesting track info for trackID: 3NIlJysKcFIK8fSv2yZ775
2022-07-18 20:41:00.099210 msg - common.py - getTrackInfo --> requesting track info for trackID: 3NIlJysKcFIK8fSv2yZ775
2022-07-18 20:41:00.803929 msg - common.py - getTrackInfo --> requesting track info for trackID: 7qubr2Wy8AK89ZMcqOsOYf
2022-07-18 20:41:01.279929 msg - common.py - getTrackInfo --> requesting track info for trackID: 7qubr2Wy8AK89ZMcqOsOYf
2022-07-18 20:41:01.754930 msg - common.py - getTrackInfo --> requesting track info for trackID: 7qubr2Wy8AK89ZMcqOsOYf
2022-07-18 20:41:02.497930 msg - common.py - getTrackInfo --> requesting track info for trackID: 5n4W0YUap5qTImDG4QeU5k
2022-07-18 20:41:03.013932 msg - common.py - getTrackInfo --> requesting track info for trackID: 5n4W0YUap5qTImDG4QeU5k
2022-07-18 20:41:03.559931 msg - common.py - getTrackInfo --> requesting track info for trackID: 5n4W0YUap5qTImDG4QeU5k
2022-07-18 20:41:04.337930 msg - common.py - getTrackInfo --> requesting track info for trackID: 2rPAqFS6PKQJT3NeQqvyt6
2022-07-18 20:41:04.845931 msg - common.py - getTrackInfo --> requesting track info for trackID: 2rPAqFS6PKQJT3NeQqvyt6
